,anger,fear,joy,love,sadness,surprise
nobody,0.13770955423324246,1.3251645825173006,-0.18535996410078315,-0.13194549950558973,0.6203329516930021,1.058566063568825
longing,-2.0152605256333342,-8.482423715377063,-9.992948261995146,4.051473174630389,-2.1199664092786983,-6.759775290622413
sex,-0.6489849073513912,-0.45793661434332505,0.6105075835652968,1.6543697368691672,0.5696435682331761,0.27187160198419114
crunch,-6.088316980270104,1.7537830039168905,0.8258264428795805,-5.365131825581803,-0.5276515895908069,-4.174620262507387
create,0.33285711832546316,0.33151761293544213,1.181904316497016,0.8636544746156776,-0.18032697045011073,0.2519470948583978
speak,0.8470500900574396,1.3857408699319549,0.6523947711134698,-0.8833118176396993,0.19661350604126152,0.889767731015489
ashamed,-1.4114513498082546,-0.4853559403646821,-4.306335797426179,-8.921885871879654,2.2937282331002926,-7.731374308805241
african,1.189741184381052,-6.2702622137898105,0.4528329163518081,-5.738125352109575,0.6747630778893279,-4.54761378903516
frame,0.8061934512460699,0.9972417442541361,0.4795574060631861,-5.128832876817423,-0.29135264082642776,-3.9383213137430086
isnt,-1.2882759761079003,-0.10082094782384239,0.9706157673335702,0.7525242805966813,0.6078838331569308,1.2079887272355894
suppose,0.905037306964176,0.9156264359295454,0.5851369183986151,0.8632812948250861,0.4746017137372605,0.7340250255184275
bath,0.044148598889572434,1.2280371003247725,-0.2824874462933112,0.767333753577874,-0.060557284755791294,1.957845316652289
crisis,-6.750721550582432,0.09853822517742944,0.8984689890027595,0.6306750868576648,0.385352034104773,-4.837024832819715
stressful,1.3628902029393302,-6.097113195231532,0.6259819349100866,1.0932351492004981,-0.7274960975603011,-4.374464770476882
baby,0.4398113583440056,0.3680654744824313,0.5346216305739355,1.2783813240444686,0.8439881212737161,0.3571073171607901
moon,0.3700499945121966,-6.097113195231532,1.3610290513455927,1.0932351492004981,-7.385707580312095,-4.374464770476882
sorry,0.5091135325791744,-2.101027723664649,-3.0289842847019592,-0.98632287640364,2.1579247115609053,-1.3712195073371323
win,0.36942975261652894,0.8820458720518785,1.1360383573056432,-1.8948320423520848,0.27098282065157836,-0.7043204792776702
investment,1.3628902029393302,-6.097113195231532,1.0398206846053046,-5.5649763335512965,-0.7274960975603011,-4.374464770476882
r,0.6638153814138205,-0.13797653400524706,0.3407458630797947,0.39416032767498815,-1.426570919085811,3.1600800847573103
order,0.6135632011913592,0.9743363576042539,0.5409713318211837,1.1443605574815738,0.10037911241578573,1.1152211633050675
absolutely,0.24569344161175558,0.6064665980246502,0.7322850236675342,-0.029321409653732814,0.6705341853546375,1.48239852016097
force,1.3068715531416149,0.8209282069361793,0.4463356206872563,-0.9573902418269992,0.2093254610691174,0.23312132124741594
surface,-6.987236309765108,1.43743166000266,-1.6485010806233307,1.387000536102122,1.14643877887358,-5.073539592002391
stun,-7.439168600727084,-0.5899088249672232,-8.758644854337101,-6.715983446038782,-8.536714692799581,5.119285709551889
space,0.6668454177878507,1.0502815091940039,0.6262659558305952,0.17037961522523104,0.08325495054072364,1.360891178299646
who,1.1297104153921347,0.728913804117202,0.8308232908924015,1.4379043058406427,0.8862514799050679,0.867017779454951
grief,-0.32902482701331337,-6.796188016757042,0.3407458630797947,1.9695685216828955,0.5626760246173147,-5.073539592002391
lap,0.3700499945121966,-6.097113195231532,1.0398206846053046,2.0860753576276316,-7.385707580312095,-4.374464770476882
nausea,1.5627347109088245,0.7609427954897569,-7.407793233880121,-5.365131825581803,1.0477566044171003,-4.174620262507387
important,-0.18078587638360313,-0.7257426615003452,1.8489345766739755,-1.7737752893523666,-0.6938499656714058,-0.583263726277952
dish,0.5599690515028753,-6.900034346667987,1.4048244025274679,-6.367897484987751,-0.5375770405696223,-5.177385921913337
detail,0.34692403972228975,-0.04459565285041768,0.8984268629169393,-7.1635104823491105,0.24697945160127566,1.6780527719042324
advantage,2.354603909332986,0.23519689189763873,-1.2753276547204448,-5.890877729173921,-0.060557284755791294,-4.7003661660995055
worse,-5.852018031505724,0.9972417442541361,-7.171494285115742,-5.128832876817423,1.6978943028766977,-3.9383213137430086
email,-0.06234062845685039,0.1287076645512158,0.9343576855901972,-0.33199568219568265,0.42028276900290906,-5.799695601873062
politics,1.7990336596732035,-5.660969738497658,-0.5132828023639474,1.5293786059343715,-6.949564123578222,2.7198901690087864
passion,-0.7809571179752894,0.985499369040684,0.8870135780716084,1.9314749804161377,-1.8785032100477868,-5.525471882964368
antsy,2.359296938215322,-6.097113195231532,-0.9494262590978209,-5.5649763335512965,-0.7274960975603011,2.283746712274913
stable,-5.852018031505724,-5.660969738497658,0.4795574060631861,1.5293786059343715,-0.29135264082642776,2.7198901690087864
water,0.6941759477062229,0.4006203998988743,0.5661866526018394,1.1953116490950868,0.3733796573287362,-0.18718648578988897
sleepy,0.8061934512460699,0.9972417442541361,0.4795574060631861,1.5293786059343715,-6.949564123578222,-3.9383213137430086
chamber,1.7990336596732035,0.9972417442541361,-0.5132828023639474,1.5293786059343715,-6.949564123578222,-3.9383213137430086
hear,0.8241492916383234,0.9448425898790849,0.6665645565489962,0.4777002584895725,0.5819060627547454,1.3466439951367037
even,1.1946613360086238,0.7153533018039122,0.782866958115912,0.9051523849757346,1.0970514121089852,0.8736149233332077
romance,-6.288161488239599,0.5610982875202628,-7.607637741849616,2.0860753576276316,0.8479120964476063,2.283746712274913
festive,-9.159891351569144,-8.968843058561077,2.1647139880865125,-8.436706196880843,-10.257437443641642,-7.246194633806428
tour,-6.088316980270104,1.7537830039168905,-7.407793233880121,2.285919865597126,-0.5276515895908069,2.4835912202444073
neutral,1.3628902029393302,0.5610982875202628,-0.9494262590978209,1.0932351492004981,0.2653441108668327,-4.374464770476882
express,0.18224157697243598,-0.3617572464550044,0.4458067917878986,1.1679811191767144,0.760786284220987,1.360891178299646
announce,-6.288161488239599,-6.097113195231532,1.3610290513455927,-5.5649763335512965,0.2653441108668327,-4.374464770476882
of,1.1515793532074299,1.2972568519490566,1.1893146311945921,1.4818956487452697,1.2014386122910816,1.2613228256329516
regardless,1.8967368758724887,0.09853822517742944,0.5772606222624714,0.6306750868576648,-7.848267642654929,-4.837024832819715
machine,0.6638153814138205,0.8548636744218866,0.3407458630797947,-6.264051155076807,0.5626760246173147,-5.073539592002391
unable,1.4626871008318936,0.4340844365890387,-1.076440110029045,-7.2673983784904275,1.141890810454407,0.5813246673357815
vulnerable,-9.416716939545815,3.608209718039622,-2.50257351639613,-8.693531784857512,-2.863211340439383,-7.503020221783098
card,0.47113566558642345,-0.33422277668150235,1.1489585780377425,0.19791408499873284,-0.30520205974578607,0.3955854396460141
depth,-1.115555521780644,-0.9245072287725778,0.5524151742662538,1.1830378269155646,0.35990808410624886,2.373549389989979
darling,-6.874356795837969,0.9677431883490253,0.7748337437472214,1.4998800500292606,-1.313691405158672,1.6975514046765416
naked,-6.614062883862222,-6.423014590854156,0.7139192889826805,1.7601739620050079,0.5220107008249824,-4.7003661660995055
so,1.1082238435942453,1.0508683325762702,1.065872013439083,0.9678889735514212,1.3240483452286325,1.1932329741203653
hard,0.3711802105846951,0.9770657259169018,0.6091703163411746,0.9245404918829776,0.9105203655532795,0.43896125563634375
complacent,-1.6805753965153005,-8.14773858625903,2.0304242903454233,-7.615601724578793,-9.436332971339592,-6.425090161504379
him,1.1370221274452357,0.826941407279956,0.7201757415043128,1.6942164522307104,0.7826374923088746,0.7756867098683285
sheet,-5.852018031505724,-5.660969738497658,-0.5132828023639474,-5.128832876817423,1.6978943028766977,-3.9383213137430086
mall,1.7990336596732035,-5.660969738497658,1.0621253916439597,-5.128832876817423,-6.949564123578222,-3.9383213137430086
rush,3.095820145480592,-0.11651359358890657,-2.3620852566424966,-0.9019918339249512,-0.9205041378540557,-7.362531962029465
power,0.629879913928113,1.0834825944521564,0.5717573028285216,0.03544996660013469,0.2093254610691174,0.23312132124741594
hold,-0.013298145557869304,1.264259140704872,0.12551059831496045,1.4096338234395176,0.8420151405735458,0.4883598165558389
silent,-0.09251006783063688,-6.5596732575743655,-1.4119863214406543,-6.0275363958941295,0.385352034104773,4.131641960375493
beer,0.776694895340959,1.5503111739297986,-0.5427813582690585,-6.151171641149668,0.6755555385444532,-4.960660078075253
night,0.6705321699419006,1.1833883783178387,0.7199214022480703,0.26889638996415455,0.7425772225909767,0.8080798334848236
brother,0.9711269976901247,0.16457378674670772,0.2358128591824607,-7.536909028332759,0.746958478470811,1.887222211501358
shed,-0.4328711569242585,-6.900034346667987,0.23689953316884954,1.283154206191177,1.0425924489626346,-5.177385921913337
irritated,3.250091854263745,-1.9371654404629115,-3.447689987080995,-1.4050285787826762,-1.6503516315355682,-6.872728498460056
damage,-1.0239289867472272,-1.4154486793199348,-1.6083581239217384,-8.534363508818627,2.1716489874202596,-7.343851945744213
endless,0.19690097595391828,-6.2702622137898105,0.4528329163518081,1.9129263390693534,0.09219509230855444,-4.54761378903516
sip,1.6195567928974797,-6.423014590854156,0.7139192889826805,-5.890877729173921,-1.053397493182925,1.957845316652289
bomb,0.5698945024816907,-5.897268687262038,0.8258264428795805,-5.365131825581803,0.46518861883632684,-4.174620262507387
glamorous,-8.483164896505807,-8.29211660349774,2.0895221597461417,-7.759979741817505,-9.580710988578303,-6.56946817874309
impose,2.381601645253977,-5.660969738497658,-0.5132828023639474,1.5293786059343715,-6.949564123578222,-3.9383213137430086
relatively,-6.614062883862222,0.23519689189763873,0.30008053928746237,-5.890877729173921,1.2570578172604885,-4.7003661660995055
mental,1.3997625216794671,0.5932093107360497,0.3023357213688873,-7.108273504343416,0.5242658829064072,-5.917761941269002
ultimate,-5.852018031505724,-5.660969738497658,1.475964141339178,-5.128832876817423,-6.949564123578222,2.7198901690087864
recognize,-0.9918613415934099,-7.459024531337138,0.2616721027559634,1.306732007102799,1.0677643793958362,0.9218353761693066
disillusioned,-6.288161488239599,-6.097113195231532,-7.607637741849616,-5.5649763335512965,2.067563053698527,-4.374464770476882
realise,-0.06641692177061786,0.8596784876729547,0.3477134066956561,0.07420024733691027,0.7070160629615514,1.264711810411325
enrage,3.0315955485464876,-6.423014590854156,-1.2753276547204448,-5.890877729173921,-7.71160897593472,-4.7003661660995055
partner,0.7077801008620096,0.8988283938700757,0.19411605480769506,1.7521736222905993,-0.06855762447019995,-6.025981607830194
chosen,-6.088316980270104,-5.897268687262038,1.5608735593150866,-5.365131825581803,-0.5276515895908069,-4.174620262507387
adventure,-0.8551306541938912,-0.664082361185825,0.3984027901554822,1.4434626945023177,-0.3772685522584815,3.0478130072719507
ed,0.5698945024816907,0.7609427954897569,-0.7495817511283267,-5.365131825581803,1.0477566044171003,-4.174620262507387
repressed,0.5698945024816907,0.7609427954897569,-7.407793233880121,-5.365131825581803,1.4615953541123186,-4.174620262507387
dislike,-6.987236309765108,-6.796188016757042,-0.655660872196197,0.39416032767498815,1.5608760305711045,1.584671890749403
wouldn,0.6501132241459675,-0.7342466768538736,0.5502879277868715,0.7907303932534957,0.5501686360249535,-5.669809734851018
determine,-1.5088396603902159,-2.3106315758092832,1.9976316809538994,-1.7784947141290481,-2.0238177668819404,-7.246194633806428
constantly,0.4180288748123673,0.8311266211198712,-0.02806980594446657,0.8786596419846919,0.9038440679349605,0.7515561030428268
glass,1.3185939688500037,0.7745951454225637,0.8458342178583166,-0.2686761869051083,-2.089407433665907,0.9218353761693066
coat,-7.091082639676054,-0.24182286391619223,0.8206622874251147,1.283154206191177,0.45882969470636953,-5.177385921913337
bah,1.9454581885201039,-6.097113195231532,0.04341394932931271,-5.5649763335512965,0.2653441108668327,-4.374464770476882
alternative,-6.614062883862222,0.23519689189763873,1.0351276557229687,1.7601739620050079,-1.053397493182925,-4.7003661660995055
scale,-0.4328711569242585,0.7510173445109416,0.5581078999091378,-6.367897484987751,0.7800380614466577,-5.177385921913337
deep,-0.5124329251142243,1.3765621881567172,0.6886776630449278,-0.7856545057019144,0.7090680082640992,0.4048570573725003
fully,0.30867154718782513,0.4997198401958913,0.6871421138406828,0.03544996660013469,0.5308932874964005,0.23312132124741594
midst,1.189741184381052,0.3879492689619846,-7.780786760407894,-5.738125352109575,1.4098101943248342,-4.54761378903516
remark,2.1453026964895976,-5.897268687262038,0.8258264428795805,-5.365131825581803,-7.185863072342602,-4.174620262507387
confess,-0.6185438703368623,2.367563573930032,-0.9451799155197458,1.097481492778573,-0.14068176840145258,-5.363058635325941
awkward,-1.892426047416621,-0.38376265239227497,-1.8942871990103585,-8.820292583907248,2.2124806703532323,-7.629781020832833
men,0.8277797563225795,0.5048724245052751,0.3556597097828446,0.552405445370096,0.7998678520871344,0.42530190642823085
aggressive,1.3628902029393302,0.5610982875202628,0.04341394932931271,-5.5649763335512965,0.2653441108668327,-4.374464770476882
porn,0.8061934512460699,0.9972417442541361,-0.5132828023639474,-5.128832876817423,0.7014875676007061,-3.9383213137430086
overwhelming,0.044148598889572434,-6.423014590854156,0.30008053928746237,0.767333753577874,0.9358494505202005,-4.7003661660995055
nod,0.5698945024816907,-5.897268687262038,1.5608735593150866,-5.365131825581803,-7.185863072342602,-4.174620262507387
invigorated,-7.439168600727084,-7.2481203077190175,1.9735225713262834,-6.715983446038782,-8.536714692799581,-5.525471882964368
pursuit,-5.852018031505724,0.9972417442541361,1.0621253916439597,-5.128832876817423,-0.29135264082642776,-3.9383213137430086
diary,1.7990336596732035,-5.660969738497658,0.4795574060631861,-5.128832876817423,-0.29135264082642776,-3.9383213137430086
establish,0.3700499945121966,0.5610982875202628,0.04341394932931271,1.0932351492004981,0.2653441108668327,-4.374464770476882
tingle,0.5698945024816907,0.7609427954897569,0.2432584572988071,2.285919865597126,-7.185863072342602,-4.174620262507387
pleasantly,-6.874356795837969,-6.683308502829903,0.03978662731171517,-6.151171641149668,-0.32085119673153867,4.2705611026359325
inform,1.189741184381052,-6.2702622137898105,0.8666716660470264,1.9129263390693534,-7.558856598870374,-4.54761378903516
worth,-0.5528055394630704,0.3732898699805022,1.1235182183976267,1.1679811191767144,-0.0685880124817314,-0.21451701570826148
what,0.949841066502071,1.2545371833991252,1.0169670650893796,1.0461339910271115,0.7918657599212916,1.1425254283817186
rock,-0.06234062845685039,-0.8641325438759179,0.9343576855901972,-0.33199568219568265,0.6423322223023465,-5.799695601873062
consideration,1.7990336596732035,0.9972417442541361,-0.5132828023639474,1.5293786059343715,-6.949564123578222,-3.9383213137430086
december,-5.852018031505724,-5.660969738497658,1.0621253916439597,-5.128832876817423,-0.29135264082642776,2.7198901690087864
must,0.8569651492171361,0.04873424915545437,0.9430322689741506,0.42902814781323506,0.6850769151008629,0.03777609183381316
capacity,-6.614062883862222,1.2280371003247725,0.7139192889826805,1.7601739620050079,-1.053397493182925,-4.7003661660995055
plenty,1.1425370370836487,-6.900034346667987,1.4048244025274679,-6.367897484987751,-1.530417248996756,-5.177385921913337
physically,-1.8249534137540118,-0.05849692673803833,0.30195760344854516,-0.10892805063857644,1.385794463327437,0.08874330400870441
support,-0.7296179285590513,-0.9006822973539005,1.3186926430595252,2.7995490246305748,-1.4125268807394535,-0.9802528154309452
assault,-8.338786879267095,2.889121860414017,-9.658263132877112,-7.615601724578793,0.9090722753782026,-6.425090161504379
constant,0.5835468524144973,1.772196649374047,-0.0008822847600136164,-6.926887669656903,0.4836022642934834,-5.7363761065824885
dirty,-2.4812350197616193,-2.290186726753553,-2.807871064944503,-0.765209656646184,2.24000669154715,-7.225749784750698
anywhere,0.6501132241459675,0.2585935315732603,0.32823847448743365,1.3732983788342692,0.2876142485089765,-5.669809734851018
camera,0.8731199258650331,0.4816002332923261,0.2886907886905222,0.020896886545427495,0.18941258348775392,1.2114084496198423
oddly,0.044148598889572434,0.23519689189763873,1.0351276557229687,0.767333753577874,-1.053397493182925,-4.7003661660995055
doctor,0.34692403972228975,1.2730194491658624,-0.2375050974522213,0.48754120882981766,0.46902890490071336,1.6780527719042324
palm,-5.852018031505724,-5.660969738497658,-0.5132828023639474,-5.128832876817423,1.6978943028766977,-3.9383213137430086
awful,-0.7525065643420342,0.022304482922296903,-2.0719828179520516,-2.0185683533568586,2.100774091277151,-7.486268273034238
saint,1.7990336596732035,-5.660969738497658,-0.5132828023639474,2.522218814361505,-6.949564123578222,-3.9383213137430086
whenever,0.6135632011913592,0.12761985498592374,0.4630109810789077,0.9223111041821361,0.8368641286158928,-0.4601870307028399
london,-0.5290235512659789,0.6548649501692211,0.14074713882712933,0.19416160342232283,0.9464400546209141,-5.273538316255057
canvas,-6.461310506797877,0.3879492689619846,0.4528329163518081,-5.738125352109575,0.6747630778893279,2.1105976937166346
anticipate,-6.288161488239599,-6.097113195231532,0.04341394932931271,1.0932351492004981,0.8479120964476063,2.283746712274913
inferior,-5.852018031505724,0.9972417442541361,0.4795574060631861,-5.128832876817423,0.7014875676007061,-3.9383213137430086
muscle,-0.3395318419998012,0.8479231862842567,-0.07883860607756166,0.3836533126885004,1.016469128313142,0.5813246673357815
blogger,0.5202273571239232,0.7112756501319892,0.6127898591629138,0.6608445262314511,-0.5773187349485746,1.851356089305866
benefit,-7.583506452613734,-0.7342466768538736,0.32823847448743365,2.5929493360851903,0.2876142485089765,-5.669809734851018
anticipation,-0.6185438703368623,-0.4274955773287962,0.8570390273119486,1.6800494783593465,-0.14068176840145258,-5.363058635325941
tranquil,-6.987236309765108,-6.796188016757042,1.9233078723305086,-6.264051155076807,-8.084782401837606,-5.073539592002391
production,-6.288161488239599,-6.097113195231532,0.04341394932931271,2.6686433432084056,0.2653441108668327,-4.374464770476882
her,1.1702708859182842,0.8068022607069785,0.8196926718635795,1.5088390807362166,0.756482751014957,0.6999515581022303
mostly,0.8401873529427201,1.5451912707761566,0.1720392188864485,-1.2316866436278069,0.3939693804239683,0.9516651278737418
sew,-6.088316980270104,0.7609427954897569,1.2396651925747986,-5.365131825581803,-0.5276515895908069,-4.174620262507387
blind,-6.614062883862222,0.23519689189763873,-1.2753276547204448,2.342741947585781,0.5220107008249824,1.957845316652289
sexual,-0.9252949698619398,0.2585935315732603,-0.2555242797688315,1.3732983788342692,1.1343307511273069,-5.669809734851018
childhood,0.13770955423324246,1.3251645825173006,-0.5991987137960013,1.4434626945023177,0.35777856417702486,1.058566063568825
unlike,-6.614062883862222,0.23519689189763873,0.30008053928746237,-5.890877729173921,1.2570578172604885,-4.7003661660995055
super,-2.854717251444915,-1.6708287500097152,1.98157656380795,-2.1315320967566134,-0.964816393860497,-7.5992320164339935
wimpy,-7.439168600727084,3.484047117944367,-8.758644854337101,-6.715983446038782,-8.536714692799581,-5.525471882964368
fulfill,-6.614062883862222,-6.423014590854156,1.0351276557229687,0.767333753577874,0.5220107008249824,-4.7003661660995055
spite,0.5698945024816907,-5.897268687262038,0.2432584572988071,1.2930796571699923,-0.5276515895908069,2.4835912202444073
guidance,-6.288161488239599,1.5539384959473965,1.0398206846053046,-5.5649763335512965,-0.7274960975603011,-4.374464770476882
ton,-7.091082639676054,-6.900034346667987,1.2350995391226396,1.283154206191177,0.04499094501115099,-5.177385921913337
stubborn,3.3392799313216917,-8.540128191614892,-2.399601047054047,-1.3497798471828615,-9.828722576695455,-6.817479766860242
unsure,-2.7750440262962677,3.591671148537374,-10.75273176265808,-2.0518588716079664,-2.8797499099416317,0.13149289989358198
jacket,-6.088316980270104,-5.897268687262038,1.2396651925747986,-5.365131825581803,0.46518861883632684,-4.174620262507387
raw,0.19690097595391828,0.3879492689619846,-0.12973506922896538,0.9200861306422199,0.6747630778893279,-4.54761378903516
thrilled,-6.874356795837969,-0.025097020078108562,1.7733932093880067,-6.151171641149668,-7.971902887910467,-4.960660078075253
film,0.592252663779517,-1.5271543536558305,1.0362770426376764,1.3154378184678188,-0.8265017950332688,1.770902265106727
identity,1.189741184381052,0.3879492689619846,-7.780786760407894,0.9200861306422199,0.6747630778893279,2.1105976937166346
publish,-0.21614531308617466,1.9641499236250168,0.4536253770069334,1.4998800500292606,-7.971902887910467,-4.960660078075253
dishearten,-8.581801943124532,-8.390753650116466,-9.90127819673455,-7.858616788436231,2.3224119931301863,-6.668105225361815
overwhelmingly,1.7990336596732035,0.9972417442541361,-7.171494285115742,-5.128832876817423,0.7014875676007061,-3.9383213137430086
hospital,-0.5290235512659789,0.6548649501692211,-0.8556595964488624,1.1870018118494565,0.9464400546209141,1.3846731664967376
solid,0.19690097595391828,-6.2702622137898105,0.4528329163518081,0.9200861306422199,0.6747630778893279,-4.54761378903516
coach,0.044148598889572434,-6.423014590854156,1.0351276557229687,0.767333753577874,-0.060557284755791294,-4.7003661660995055
utterly,-0.17936193664158795,0.42552510606169647,0.08292542880223122,-1.0315849759611935,1.3040547604324884,0.15892658711322136
client,-6.288161488239599,-6.097113195231532,1.3610290513455927,-5.5649763335512965,0.2653441108668327,-4.374464770476882
temple,-0.09251006783063688,1.091378433604563,0.1634218725672532,0.6306750868576648,0.385352034104773,-4.837024832819715
morning,0.6015150220191847,-0.0813596791586722,0.8665642212503109,0.672997987246747,0.9748555153927604,0.3799351030855522
except,-0.37946360430820114,0.8091861926513484,0.6191487269427678,0.7575603000753187,0.7416118672904174,-6.699386563305187
gentle,-9.159891351569144,-2.3106315758092832,-1.8319091787242416,4.090037546118843,-10.257437443641642,-7.246194633806428
whether,0.31494998665903956,1.2057450939761913,0.5792349888707289,0.6236978896498167,0.4642882788263842,0.8166079487727477
cut,0.20957210689080816,0.6631747874148514,0.4731373217062708,0.19771014514360324,0.8755266472864873,-0.18718648578988897
handful,0.5698945024816907,0.7609427954897569,0.2432584572988071,-5.365131825581803,0.46518861883632684,-4.174620262507387
greatly,-5.852018031505724,0.9972417442541361,0.4795574060631861,1.5293786059343715,-0.29135264082642776,-3.9383213137430086
range,-0.21614531308617466,1.5503111739297986,0.4536253770069334,0.5070398416021269,-1.313691405158672,1.6975514046765416
puzzle,1.189741184381052,0.3879492689619846,0.4528329163518081,0.9200861306422199,-0.9006451161185791,-4.54761378903516
shot,-0.7022882681428742,1.0641682188730994,-0.4463563277449842,1.0137370949725615,0.773175337744019,1.2114084496198423
toy,1.189741184381052,0.3879492689619846,-0.12973506922896538,-5.738125352109575,0.6747630778893279,-4.54761378903516
nostalgic,-9.139446502513414,-2.290186726753553,-2.225303079363729,4.110482395174574,-10.236992594585912,-7.225749784750698
very,0.7489309170090219,1.2442124269538972,1.2598314723939685,1.1812428961746912,0.5473037281857505,0.9467072941925638
end,1.0956219714438458,0.6088146932872804,0.6828680312748013,0.7452050294350977,0.885435467047026,0.2743949565721457
